payment_id,model_type,model_id,allocated_amount,share,payment_amount,payment_reference,status,state,invoice_reference,created_at
934629,Order,1174989,175.60,1,175.60,79czbfhb,success,completed,,2025-05-15 06:19:09+00
934705,Invoice,1000985,6.19,1,6.19,gr8q00b0,success,completed,AWDi2342466,2025-05-15 10:40:29+00
934705,Invoice,1000987,6.19,1,6.19,gr8q00b0,success,completed,AWDi2342467,2025-05-15 10:44:07+00
934705,Order,1175045,6.19,1,6.19,gr8q00b0,success,completed,,2025-05-15 09:20:27+00
935015,Invoice,1001725,25.91,1,25.91,h4jps4g7,success,completed,AWDi2342610,2025-05-19 11:24:07+00
935015,Invoice,1001729,25.91,1,25.91,h4jps4g7,success,completed,AWDi2342611,2025-05-19 11:27:08+00
935015,Order,1175312,25.91,1,25.91,h4jps4g7,success,completed,,2025-05-16 06:59:10+00
935608,Invoice,1001690,386.63,1,386.63,OO9T004562500864,success,completed,NLi251439,2025-05-19 10:57:08+00
935608,Invoice,1001694,386.63,1,386.63,OO9T004562500864,success,completed,NLi251440,2025-05-19 11:01:06+00
935608,Order,1175666,386.63,1,386.63,OO9T004562500864,success,completed,,2025-05-19 06:07:15+00
936213,Invoice,1002502,64.67,1,64.67,pay_plr35kngkviehnya6g6vv5ewry,success,completed,AWDi2342736,2025-05-21 13:08:07+00
936213,Invoice,1002626,64.67,1,64.67,pay_plr35kngkviehnya6g6vv5ewry,success,completed,AWDi2342774,2025-05-22 09:10:12+00
936213,Order,1045887,64.67,1,64.67,pay_plr35kngkviehnya6g6vv5ewry,success,completed,,2025-05-20 14:58:07+00
936631,Invoice,1002776,401.51,1,401.51,cvry21jy,success,completed,AWDi2342797,2025-05-22 12:40:18+00
936631,Invoice,1002777,401.51,1,401.51,cvry21jy,success,completed,AWDi2342798,2025-05-22 12:43:05+00
936631,Order,1177101,401.51,1,401.51,cvry21jy,success,completed,,2025-05-22 04:11:07+00
936720,Invoice,1002809,713.66,1,713.66,pay_lvcq45ojcshe5pl6hjge7c6id4,success,completed,GBi2357995,2025-05-22 13:41:11+00
936720,Invoice,1002841,713.66,1,713.66,pay_lvcq45ojcshe5pl6hjge7c6id4,success,completed,GBi2358013,2025-05-22 14:21:14+00
936720,Order,1171605,713.66,1,713.66,pay_lvcq45ojcshe5pl6hjge7c6id4,success,completed,,2025-05-22 08:46:16+00
936936,Invoice,1003042,127.72,1,127.72,40B70238NC903005J,success,completed,ATi251759,2025-05-23 11:29:05+00
936936,Invoice,1003045,127.72,1,127.72,40B70238NC903005J,success,completed,ATi251760,2025-05-23 11:36:05+00
936936,Order,398853,127.72,1,127.72,40B70238NC903005J,success,completed,,2025-05-22 15:57:10+00
937495,Invoice,1003291,4657.80,1,4656.13,NL06339,success,completed,NLi251472,2025-05-26 13:47:14+00
937495,Invoice,1003952,4656.13,1,4656.13,NL06339,success,completed,NLi251494,2025-05-28 12:47:13+00
937495,Order,1177545,4656.13,1,4656.13,NL06339,success,completed,,2025-05-26 00:05:47+00
937740,Invoice,1003291,-1.67,1,-1.67,37093,success,cancelled,NLi251472,2025-05-26 13:47:14+00
937740,Invoice,1003952,-1.67,1,-1.67,37093,success,cancelled,NLi251494,2025-05-28 12:47:13+00
937740,Order,1177545,-1.67,1,-1.67,37093,success,cancelled,,2025-05-26 13:46:50+00
937891,Invoice,1004026,60.00,1,60.00,41928,success,completed,GBi2358263,2025-05-28 14:24:09+00
937891,Invoice,1004030,60.00,1,60.00,41928,success,completed,GBi2358266,2025-05-28 14:32:10+00
937891,Order,1177374,60.00,1,60.00,41928,success,completed,,2025-05-27 07:31:15+00
937892,Invoice,1004026,857.74,1,857.74,qt3ffxt7,success,completed,GBi2358263,2025-05-28 14:24:09+00
937892,Invoice,1004030,857.74,1,857.74,qt3ffxt7,success,completed,GBi2358266,2025-05-28 14:32:10+00
937892,Order,1177374,857.74,1,857.74,qt3ffxt7,success,completed,,2025-05-27 07:31:15+00
937912,Invoice,1004081,21.91,1,21.91,k3at93mq,success,completed,AWDi2343032,2025-05-29 07:24:07+00
937912,Invoice,1004112,21.91,1,21.91,k3at93mq,success,completed,AWDi2343046,2025-05-29 08:03:09+00
937912,Order,1178432,21.91,1,21.91,k3at93mq,success,completed,,2025-05-27 08:09:09+00
938631,Invoice,1004817,47.99,1,47.99,pay_lwxsegsme7oufapg2ux3d2dgay,fail,declined,AWDi2343171,2025-06-02 07:41:17+00
938631,Invoice,1004902,47.99,1,47.99,pay_lwxsegsme7oufapg2ux3d2dgay,fail,declined,AWDi2343201,2025-06-02 09:04:13+00
938631,Order,1177518,47.99,1,47.99,pay_lwxsegsme7oufapg2ux3d2dgay,fail,declined,,2025-05-29 21:35:08+00
938849,Invoice,1004817,47.99,1,47.99,66azvqjq,success,completed,AWDi2343171,2025-06-02 07:41:17+00
938849,Invoice,1004902,47.99,1,47.99,66azvqjq,success,completed,AWDi2343201,2025-06-02 09:04:13+00
938849,Order,1177518,47.99,1,47.99,66azvqjq,success,completed,,2025-05-29 21:35:08+00
939215,Invoice,1004917,51.71,1,51.71,pay_2xo3na6joz7eri4mjiqycnrh54,success,completed,AWDi2343211,2025-06-02 09:11:14+00
939215,Invoice,1005525,51.71,1,51.71,pay_2xo3na6joz7eri4mjiqycnrh54,success,completed,AWDi2343336,2025-06-04 07:10:14+00
939215,Order,1179587,51.71,1,51.71,pay_2xo3na6joz7eri4mjiqycnrh54,success,completed,,2025-05-30 20:22:09+00
939589,Invoice,1005563,27.70,1,27.70,1897a0rq,success,completed,AWDi2343338,2025-06-04 08:22:09+00
939589,Invoice,1005594,27.70,1,27.70,1897a0rq,success,completed,AWDi2343352,2025-06-04 08:51:06+00
939589,Order,1179760,27.70,1,27.70,1897a0rq,success,completed,,2025-06-02 07:56:16+00
940156,Invoice,1005843,210.46,1,210.46,ct9hnbd4,success,completed,GBi2358676,2025-06-04 14:02:10+00
940156,Invoice,1005983,210.46,1,210.46,ct9hnbd4,success,completed,GBi2358704,2025-06-05 08:52:08+00
940156,Order,1153289,210.46,1,210.46,ct9hnbd4,success,completed,,2025-06-03 09:51:12+00
940427,Invoice,1005852,140.75,1,140.75,pay_t6xbivb5uuwufptboyy5ap6ysq,success,completed,AWDi2343404,2025-06-04 14:13:08+00
940427,Invoice,1005856,140.75,1,140.75,pay_t6xbivb5uuwufptboyy5ap6ysq,success,completed,AWDi2343405,2025-06-04 14:16:07+00
940427,Order,1180139,140.75,1,140.75,pay_t6xbivb5uuwufptboyy5ap6ysq,success,completed,,2025-06-03 20:03:09+00
940958,Invoice,1006544,903.14,1,903.14,pay_lmtsyazr7pbe3fmf2yc2mdtcpe,fail,declined,GBi2358852,2025-06-06 13:57:11+00
940958,Invoice,1006578,903.14,1,903.14,pay_lmtsyazr7pbe3fmf2yc2mdtcpe,fail,declined,GBi2358861,2025-06-09 07:06:11+00
940958,Order,1169981,903.14,1,903.14,pay_lmtsyazr7pbe3fmf2yc2mdtcpe,fail,declined,,2025-06-05 11:55:33+00
940959,Invoice,1006544,903.14,1,903.14,pay_fjci462ew6cednccdc2ymrgpja,fail,declined,GBi2358852,2025-06-06 13:57:11+00
940959,Invoice,1006578,903.14,1,903.14,pay_fjci462ew6cednccdc2ymrgpja,fail,declined,GBi2358861,2025-06-09 07:06:11+00
940959,Order,1169981,903.14,1,903.14,pay_fjci462ew6cednccdc2ymrgpja,fail,declined,,2025-06-05 11:55:33+00
940961,Invoice,1006544,903.14,1,903.14,pay_kcilxjwij3kublimmhm343o43a,fail,declined,GBi2358852,2025-06-06 13:57:11+00
940961,Invoice,1006578,903.14,1,903.14,pay_kcilxjwij3kublimmhm343o43a,fail,declined,GBi2358861,2025-06-09 07:06:11+00
940961,Order,1169981,903.14,1,903.14,pay_kcilxjwij3kublimmhm343o43a,fail,declined,,2025-06-05 11:55:33+00
940964,Invoice,1006544,903.14,1,903.14,pay_exnoshw6kz5ehcf76owprouczy,fail,declined,GBi2358852,2025-06-06 13:57:11+00
940964,Invoice,1006578,903.14,1,903.14,pay_exnoshw6kz5ehcf76owprouczy,fail,declined,GBi2358861,2025-06-09 07:06:11+00
940964,Order,1169981,903.14,1,903.14,pay_exnoshw6kz5ehcf76owprouczy,fail,declined,,2025-06-05 11:55:33+00
940965,Invoice,1006544,903.14,1,903.14,pay_wzb4tffkvrwe5nuckkxdhxsk5q,fail,declined,GBi2358852,2025-06-06 13:57:11+00
940965,Invoice,1006578,903.14,1,903.14,pay_wzb4tffkvrwe5nuckkxdhxsk5q,fail,declined,GBi2358861,2025-06-09 07:06:11+00
940965,Order,1169981,903.14,1,903.14,pay_wzb4tffkvrwe5nuckkxdhxsk5q,fail,declined,,2025-06-05 11:55:33+00
941185,Invoice,1006544,903.14,1,903.14,FP554B5828877358,success,completed,GBi2358852,2025-06-06 13:57:11+00
941185,Invoice,1006578,903.14,1,903.14,FP554B5828877358,success,completed,GBi2358861,2025-06-09 07:06:11+00
941185,Order,1169981,903.14,1,903.14,FP554B5828877358,success,completed,,2025-06-06 07:36:22+00
941498,Invoice,1006628,51.71,1,51.71,r6epm23p,success,completed,AWDi2343615,2025-06-09 08:21:07+00
941498,Invoice,1006721,51.71,1,51.71,r6epm23p,success,completed,AWDi2343633,2025-06-09 10:17:07+00
941498,Order,1181839,51.71,1,51.71,r6epm23p,success,completed,,2025-06-07 10:10:11+00
941633,Invoice,1006851,14.66,1,14.66,pay_cv2addcj6z2ejjymtjuc6ol6bi,success,completed,AWDi2343636,2025-06-09 12:47:07+00
941633,Invoice,1006936,14.66,1,14.66,pay_cv2addcj6z2ejjymtjuc6ol6bi,success,completed,AWDi2343674,2025-06-09 13:54:08+00
941633,Order,1158990,14.66,1,14.66,pay_cv2addcj6z2ejjymtjuc6ol6bi,success,completed,,2025-06-08 11:41:06+00
942240,Invoice,1007020,36.50,1,36.50,n8aa98yh,success,completed,AWDi2343686,2025-06-10 07:51:06+00
942240,Invoice,1007401,36.50,1,36.50,n8aa98yh,success,completed,AWDi2343759,2025-06-11 07:43:08+00
942240,Order,1182614,36.50,1,36.50,n8aa98yh,success,completed,,2025-06-10 06:22:06+00
942474,Invoice,1007896,940.36,1,940.36,drbx5skj,success,completed,GBi2359142,2025-06-12 11:21:12+00
942474,Invoice,1007901,940.36,1,940.36,drbx5skj,success,completed,GBi2359143,2025-06-12 11:25:17+00
942474,Order,1182813,940.36,1,940.36,drbx5skj,success,completed,,2025-06-10 13:58:19+00
943441,Invoice,1008732,244.80,1,244.80,pay_pdbtxunoj5cebencrcfg3ez4e4,success,completed,GBi2359342,2025-06-17 08:49:10+00
943441,Invoice,1008760,244.80,1,244.80,pay_pdbtxunoj5cebencrcfg3ez4e4,success,completed,GBi2359346,2025-06-17 09:24:12+00
943441,Order,1183729,244.80,1,244.80,pay_pdbtxunoj5cebencrcfg3ez4e4,success,completed,,2025-06-13 11:05:32+00
943509,Invoice,1009392,563.35,1,563.35,pay_pqosweu5ngiubhjnmcz23eyc2i,fail,declined,GBi2359546,2025-06-18 13:15:39+00
943509,Invoice,1009393,563.35,1,563.35,pay_pqosweu5ngiubhjnmcz23eyc2i,fail,declined,GBi2359547,2025-06-18 13:18:10+00
943509,Order,1183856,563.35,1,563.35,pay_pqosweu5ngiubhjnmcz23eyc2i,fail,declined,,2025-06-16 13:02:09+00
943512,Invoice,1009392,563.35,1,563.35,pay_btsvesrhydsejoynxpf2j57pgy,fail,declined,GBi2359546,2025-06-18 13:15:39+00
943512,Invoice,1009393,563.35,1,563.35,pay_btsvesrhydsejoynxpf2j57pgy,fail,declined,GBi2359547,2025-06-18 13:18:10+00
943512,Order,1183856,563.35,1,563.35,pay_btsvesrhydsejoynxpf2j57pgy,fail,declined,,2025-06-16 13:02:09+00
943513,Invoice,1009392,563.35,1,563.35,pay_btsvesrhydsejoynxpf2j57pgy,fail,declined,GBi2359546,2025-06-18 13:15:39+00
943513,Invoice,1009393,563.35,1,563.35,pay_btsvesrhydsejoynxpf2j57pgy,fail,declined,GBi2359547,2025-06-18 13:18:10+00
943513,Order,1183856,563.35,1,563.35,pay_btsvesrhydsejoynxpf2j57pgy,fail,declined,,2025-06-16 13:02:09+00
943744,Invoice,1009392,563.35,1,563.35,pay_srcajkegxtoebiipcdbky7vay4,fail,declined,GBi2359546,2025-06-18 13:15:39+00
943744,Invoice,1009393,563.35,1,563.35,pay_srcajkegxtoebiipcdbky7vay4,fail,declined,GBi2359547,2025-06-18 13:18:10+00
943744,Order,1183856,563.35,1,563.35,pay_srcajkegxtoebiipcdbky7vay4,fail,declined,,2025-06-16 13:02:09+00
943991,Invoice,1008992,9.35,1,9.35,kt5wwgac,success,completed,AWDi2344055,2025-06-17 14:51:13+00
943991,Invoice,1009045,9.35,1,9.35,kt5wwgac,success,completed,AWDi2344090,2025-06-18 07:31:11+00
943991,Order,1184469,9.35,1,9.35,kt5wwgac,success,completed,,2025-06-16 09:26:08+00
944094,Invoice,1008744,35.81,1,35.81,24H66833RC4909355,success,completed,DEUi252368,2025-06-17 09:00:19+00
944094,Invoice,1008753,35.81,1,35.81,24H66833RC4909355,success,completed,DEUi252370,2025-06-17 09:13:09+00
944094,Order,1184539,35.81,1,35.81,24H66833RC4909355,success,completed,,2025-06-16 12:05:35+00
944117,Invoice,1009392,563.35,1,563.35,pay_usolurhdtote3alrjrepk76fka,fail,declined,GBi2359546,2025-06-18 13:15:39+00
944117,Invoice,1009393,563.35,1,563.35,pay_usolurhdtote3alrjrepk76fka,fail,declined,GBi2359547,2025-06-18 13:18:10+00
944117,Order,1183856,563.35,1,563.35,pay_usolurhdtote3alrjrepk76fka,fail,declined,,2025-06-16 13:02:09+00
944138,Invoice,1009392,563.35,1,563.35,pay_z4vrr5ksu7kehfbfabsazc2edy,success,completed,GBi2359546,2025-06-18 13:15:39+00
944138,Invoice,1009393,563.35,1,563.35,pay_z4vrr5ksu7kehfbfabsazc2edy,success,completed,GBi2359547,2025-06-18 13:18:10+00
944138,Order,1183856,563.35,1,563.35,pay_z4vrr5ksu7kehfbfabsazc2edy,success,completed,,2025-06-16 13:02:09+00
944167,Invoice,1009006,89.06,1,89.06,c6k3wxkw,success,completed,AWDi2344068,2025-06-17 14:59:11+00
944167,Invoice,1009079,89.06,1,89.06,c6k3wxkw,success,completed,AWDi2344113,2025-06-18 07:54:11+00
944167,Order,1184278,89.06,1,89.06,c6k3wxkw,success,completed,,2025-06-16 13:44:09+00
944252,Invoice,1009058,21.14,1,21.14,pay_bv5lofuqowpufinjmqddm7aiiu,success,completed,AWDi2344097,2025-06-18 07:43:13+00
944252,Invoice,1009114,21.14,1,21.14,pay_bv5lofuqowpufinjmqddm7aiiu,success,completed,AWDi2344115,2025-06-18 08:55:29+00
944252,Order,1184691,21.14,1,21.14,pay_bv5lofuqowpufinjmqddm7aiiu,success,completed,,2025-06-16 18:04:10+00
944637,Invoice,1009400,243.00,1,243.00,pay_2gd7rfgh7uredajo4th4kh5wqa,success,completed,GBi2359550,2025-06-18 13:28:10+00
944637,Invoice,1009401,243.00,1,243.00,pay_2gd7rfgh7uredajo4th4kh5wqa,success,completed,GBi2359551,2025-06-18 13:30:37+00
944637,Order,1184997,243.00,1,243.00,pay_2gd7rfgh7uredajo4th4kh5wqa,success,completed,,2025-06-17 15:12:14+00
945780,Invoice,1010704,73.80,1,73.80,pay_ovg27ht25uluzcmozsvbcurp4e,success,completed,ARi2210886,2025-06-24 09:58:10+00
945780,Invoice,1010710,73.80,1,73.80,pay_ovg27ht25uluzcmozsvbcurp4e,success,completed,ARi2210887,2025-06-24 10:10:25+00
945780,Order,1185945,73.80,1,73.80,pay_ovg27ht25uluzcmozsvbcurp4e,success,completed,,2025-06-20 18:57:10+00
945985,Invoice,1010286,13.26,1,13.26,pay_gllwvsh6zzmetneyj7xhuklgwm,success,completed,AWDi2344345,2025-06-23 09:19:10+00
945985,Invoice,1010290,13.26,1,13.26,pay_gllwvsh6zzmetneyj7xhuklgwm,success,completed,AWDi2344346,2025-06-23 09:20:21+00
945985,Order,1186351,13.26,1,13.26,pay_gllwvsh6zzmetneyj7xhuklgwm,success,completed,,2025-06-23 06:14:54+00
946266,Invoice,1010476,17.74,1,17.74,fkf135m4,success,completed,AWDi2344373,2025-06-23 12:52:13+00
946266,Invoice,1010606,17.74,1,17.74,fkf135m4,success,completed,AWDi2344396,2025-06-24 07:24:09+00
946266,Order,1186573,17.74,1,17.74,fkf135m4,success,completed,,2025-06-23 10:54:09+00
946648,Invoice,1010929,6.35,1,6.35,4szbxw1f,success,completed,AWDi2344474,2025-06-24 14:25:17+00
946648,Invoice,1011596,6.35,1,6.35,4szbxw1f,success,completed,AWDi2344563,2025-06-27 07:03:11+00
946648,Order,1186998,6.35,1,6.35,4szbxw1f,success,completed,,2025-06-24 12:37:12+00
946961,Invoice,1011272,410.29,1,410.29,pay_oc53si4aghmepkchfwajhsal7m,success,completed,ATi251919,2025-06-26 06:26:15+00
946961,Invoice,1011576,410.29,1,410.29,pay_oc53si4aghmepkchfwajhsal7m,success,completed,ATi251924,2025-06-27 06:06:11+00
946961,Order,1187291,410.29,1,410.29,pay_oc53si4aghmepkchfwajhsal7m,success,completed,,2025-06-25 10:55:18+00
947442,Invoice,1011796,345.49,1,345.49,pay_va3cmcwodrue3axc2szrrsss4e,success,completed,GBi2360110,2025-06-27 12:27:37+00
947442,Invoice,1011799,345.49,1,345.49,pay_va3cmcwodrue3axc2szrrsss4e,success,completed,GBi2360112,2025-06-27 12:38:35+00
947442,Order,1182886,345.49,1,345.49,pay_va3cmcwodrue3axc2szrrsss4e,success,completed,,2025-06-26 22:37:15+00
947817,Invoice,1011963,12.18,1,12.18,pay_5vzxk6qbhcgu3kybiin6vzxw4a,success,completed,AWDi2344650,2025-06-30 08:36:12+00
947817,Invoice,1011966,12.18,1,12.18,pay_5vzxk6qbhcgu3kybiin6vzxw4a,success,completed,AWDi2344651,2025-06-30 08:37:14+00
947817,Order,1188197,12.18,1,12.18,pay_5vzxk6qbhcgu3kybiin6vzxw4a,success,completed,,2025-06-28 14:20:26+00
948029,Invoice,1012277,7.91,1,7.91,pay_2sjvvxz46sxexos4d7xwxzxd5u,success,completed,AWDi2344708,2025-06-30 13:51:13+00
948029,Invoice,1012282,7.91,1,7.91,pay_2sjvvxz46sxexos4d7xwxzxd5u,success,completed,AWDi2344710,2025-06-30 13:55:51+00
948029,Order,1188458,7.91,1,7.91,pay_2sjvvxz46sxexos4d7xwxzxd5u,success,completed,,2025-06-30 05:11:09+00
948361,Invoice,1013479,1001.97,1,1001.97,pay_5tw4adtykmqudjw32tpftavbfu,success,completed,GBi2360543,2025-07-04 10:19:14+00
948361,Invoice,1013741,1001.97,1,1001.97,pay_5tw4adtykmqudjw32tpftavbfu,success,completed,GBi2360602,2025-07-07 08:56:20+00
948361,Order,1177181,1001.97,1,1001.97,pay_5tw4adtykmqudjw32tpftavbfu,success,completed,,2025-06-30 11:36:27+00
948854,Invoice,1012867,57.79,1,57.79,7G9589132R0830341,success,completed,ARi2211008,2025-07-02 11:47:12+00
948854,Invoice,1013136,57.79,1,57.79,7G9589132R0830341,success,completed,ARi2211027,2025-07-03 09:50:21+00
948854,Order,56940,57.79,1,57.79,7G9589132R0830341,success,completed,,2025-07-01 13:34:12+00
949557,Invoice,1013499,11.93,1,11.93,0hg8je18,success,completed,AWDi2344941,2025-07-04 10:55:27+00
949557,Invoice,1014679,11.93,1,11.93,0hg8je18,success,completed,AWDi2345153,2025-07-09 13:40:20+00
949557,Order,1189349,11.93,1,11.93,0hg8je18,success,completed,,2025-07-03 10:31:17+00
949667,Invoice,1013489,178.74,1,178.74,ece358ec,success,completed,GBi2360545,2025-07-04 10:35:19+00
949667,Invoice,1016220,178.74,1,178.74,ece358ec,success,completed,GBi2361218,2025-07-16 10:24:11+00
949667,Order,1173084,178.74,1,178.74,ece358ec,success,completed,,2025-07-03 13:07:10+00
949673,Invoice,1013491,169.15,1,169.15,pay_r776sy6pqqdedbnpiu6ckxrvfi,success,completed,GBi2360547,2025-07-04 10:37:12+00
949673,Invoice,1014702,169.15,1,169.15,pay_r776sy6pqqdedbnpiu6ckxrvfi,success,completed,GBi2360848,2025-07-09 14:19:10+00
949673,Order,1183174,169.15,1,169.15,pay_r776sy6pqqdedbnpiu6ckxrvfi,success,completed,,2025-07-03 13:25:35+00
949770,Invoice,1013425,24.92,1,24.92,pay_777pauqzkxhubpid7675jsbuce,success,completed,AWDi2344914,2025-07-04 09:07:13+00
949770,Invoice,1013633,24.92,1,24.92,pay_777pauqzkxhubpid7675jsbuce,success,completed,AWDi2344950,2025-07-07 07:32:11+00
949770,Order,1189834,24.92,1,24.92,pay_777pauqzkxhubpid7675jsbuce,success,completed,,2025-07-04 03:45:14+00
949794,Invoice,1013412,1250.06,1,1250.06,25070369758,success,completed,ATi251959,2025-07-04 08:48:12+00
949794,Invoice,1015449,1250.06,1,1250.06,25070369758,success,completed,ATi252006,2025-07-14 11:09:15+00
949794,Invoice,1015451,1250.06,1,1250.06,25070369758,success,completed,ATi252007,2025-07-14 11:10:27+00
949794,Order,1188884,1250.06,1,1250.06,25070369758,success,completed,,2025-07-04 06:29:12+00
949887,Invoice,1013575,338.22,1,338.22,pay_jkar26bulk7u5ecqegqyuikaze,success,completed,GBi2360570,2025-07-04 13:32:12+00
949887,Invoice,1013590,338.22,1,338.22,pay_jkar26bulk7u5ecqegqyuikaze,success,completed,GBi2360577,2025-07-04 13:51:16+00
949887,Order,1189901,338.22,1,338.22,pay_jkar26bulk7u5ecqegqyuikaze,success,completed,,2025-07-04 09:57:15+00
950446,Invoice,1013850,109.28,1,109.28,pay_qlxf4j56mkzehjiruhwyr7jel4,success,completed,GBi2360617,2025-07-07 10:17:14+00
950446,Invoice,1013855,109.28,1,109.28,pay_qlxf4j56mkzehjiruhwyr7jel4,success,completed,GBi2360618,2025-07-07 10:33:11+00
950446,Order,1190572,109.28,1,109.28,pay_qlxf4j56mkzehjiruhwyr7jel4,success,completed,,2025-07-07 08:48:15+00
950447,Invoice,1013809,9.37,1,9.37,3dyy21cp,success,completed,AWDi2345005,2025-07-07 10:04:12+00
950447,Invoice,1014023,9.37,1,9.37,3dyy21cp,success,completed,AWDi2345063,2025-07-07 13:43:11+00
950447,Order,1190581,9.37,1,9.37,3dyy21cp,success,completed,,2025-07-07 08:48:12+00
950676,Invoice,1011260,-133.20,1,-133.20,,success,completed,AWFi223364,2025-07-07 13:52:09+00
950676,Invoice,1011263,-133.20,1,-133.20,,success,completed,AWFi223364-refund-1,2025-07-07 13:52:09+00
950680,Invoice,1011261,-133.20,1,-133.20,,success,completed,AWFi223365,2025-07-07 13:52:24+00
950680,Invoice,1011264,-133.20,1,-133.20,,success,completed,AWFi223365-refund-1,2025-07-07 13:52:24+00
950881,Invoice,1014568,260.90,1,260.90,pay_yspzmir2stduve4v3gquegtbhe,success,completed,GBi2360788,2025-07-09 10:43:14+00
950881,Invoice,1018506,260.90,1,260.90,pay_yspzmir2stduve4v3gquegtbhe,success,completed,GBi2361762,2025-07-25 09:23:21+00
950881,Order,1190934,260.90,1,260.90,pay_yspzmir2stduve4v3gquegtbhe,success,completed,,2025-07-08 08:58:21+00
950953,Invoice,1014680,331.67,1,331.67,pay_owkc5zdq2bquxlhbqine3k5tt4,success,completed,GBi2360832,2025-07-09 13:46:12+00
950953,Invoice,1014717,331.67,1,331.67,pay_owkc5zdq2bquxlhbqine3k5tt4,success,completed,GBi2360853,2025-07-09 14:54:35+00
950953,Order,1190843,331.67,1,331.67,pay_owkc5zdq2bquxlhbqine3k5tt4,success,completed,,2025-07-08 10:36:14+00
950954,Invoice,1014680,4.40,1,4.40,42491,success,completed,GBi2360832,2025-07-09 13:46:12+00
950954,Invoice,1014717,4.40,1,4.40,42491,success,completed,GBi2360853,2025-07-09 14:54:35+00
950954,Order,1190843,4.40,1,4.40,42491,success,completed,,2025-07-08 10:36:14+00
951236,Invoice,1014537,8.30,1,8.30,pay_uulwdo5xxvaejjqevuxfjm6qs4,success,completed,AWD150012-deleted,2025-07-09 10:16:45+00
951236,Invoice,1015633,8.30,1,8.30,pay_uulwdo5xxvaejjqevuxfjm6qs4,success,completed,AWD150012,2025-07-14 14:10:30+00
951236,Order,1191293,8.30,1,8.30,pay_uulwdo5xxvaejjqevuxfjm6qs4,success,completed,,2025-07-09 07:28:21+00
951272,Invoice,1014978,282.11,1,282.11,pay_zjgdcemgxw6e3e3cx5aosysuja,success,completed,NLi251657,2025-07-11 06:19:09+00
951272,Invoice,1014979,282.11,1,282.11,pay_zjgdcemgxw6e3e3cx5aosysuja,success,completed,NLi251658,2025-07-11 06:20:16+00
951272,Order,1180757,282.11,1,282.11,pay_zjgdcemgxw6e3e3cx5aosysuja,success,completed,,2025-07-09 09:00:20+00
952697,Invoice,1016006,564.43,1,564.43,pay_jtrfhgmuceoetd5pcccwrsiff4,success,completed,GBi2361173,2025-07-15 13:45:22+00
952697,Invoice,1016062,564.43,1,564.43,pay_jtrfhgmuceoetd5pcccwrsiff4,success,completed,GBi2361192,2025-07-15 14:45:16+00
952697,Order,1193020,564.43,1,564.43,pay_jtrfhgmuceoetd5pcccwrsiff4,success,completed,,2025-07-14 19:58:14+00
952881,Invoice,1016988,146.38,1,146.38,4HT30583DU456023G,success,completed,ARi2211216,2025-07-18 14:19:13+00
952881,Invoice,1017100,146.38,1,146.38,4HT30583DU456023G,success,completed,ARi2211217,2025-07-21 09:27:12+00
952881,Order,1193236,146.38,1,146.38,4HT30583DU456023G,success,completed,,2025-07-15 11:36:11+00
952966,Invoice,1016112,327.67,1,327.67,6RP38800KM918911G,success,completed,ATi252018,2025-07-16 07:45:16+00
952966,Invoice,1016115,327.67,1,327.67,6RP38800KM918911G,success,completed,ATi252019,2025-07-16 07:48:14+00
952966,Order,1187580,327.67,1,327.67,6RP38800KM918911G,success,completed,,2025-07-15 13:49:20+00
953554,Invoice,1015768,-28.62,1,-28.62,,success,completed,AWD150097,2025-07-17 10:35:33+00
953554,Invoice,1016098,-28.62,1,-28.62,,success,completed,AWD150097-refund-1,2025-07-17 10:35:33+00
953605,Invoice,1012370,-26.94,1,-26.94,,success,completed,AWFi223406,2025-07-17 11:45:21+00
953605,Invoice,1014703,-26.94,1,-26.94,,success,completed,AWFi223406-refund-1,2025-07-17 11:45:21+00
953607,Invoice,1004722,-28.38,1,-28.38,,success,completed,AWFi223310,2025-07-17 11:45:34+00
953607,Invoice,1014701,-28.38,1,-28.38,,success,completed,AWFi223310-refund-1,2025-07-17 11:45:34+00
953727,Invoice,1015172,-9.71,1,-9.71,,success,completed,AWD150028,2025-07-17 13:42:07+00
953727,Invoice,1016686,-9.71,1,-9.71,,success,completed,AWD150028-refund-1,2025-07-17 13:42:07+00
954015,Invoice,1016985,350.00,1,350.00,pay_nvzhmihfydsu3cnntqqshqnuum,fail,declined,ITi252288,2025-07-18 14:12:14+00
954015,Invoice,1017016,350.00,1,350.00,pay_nvzhmihfydsu3cnntqqshqnuum,fail,declined,ITi252291,2025-07-21 07:45:23+00
954015,Order,1160100,350.00,1,350.00,pay_nvzhmihfydsu3cnntqqshqnuum,fail,declined,,2025-07-18 11:50:24+00
954016,Invoice,1016985,350.00,1,350.00,pay_5ubf4wfqaige5h7p6t6epxrxza,fail,declined,ITi252288,2025-07-18 14:12:14+00
954016,Invoice,1017016,350.00,1,350.00,pay_5ubf4wfqaige5h7p6t6epxrxza,fail,declined,ITi252291,2025-07-21 07:45:23+00
954016,Order,1160100,350.00,1,350.00,pay_5ubf4wfqaige5h7p6t6epxrxza,fail,declined,,2025-07-18 11:50:24+00
954018,Invoice,1016985,350.00,1,350.00,pay_6qwzxrvbwfpepllsnzabsvjoxy,success,completed,ITi252288,2025-07-18 14:12:14+00
